koulun_nimi,sukup,A,alin_ka_17
kuortaneen lukio,2,4,7.33
kuortaneen lukio,2,2,7.33
kuortaneen lukio,2,5,7.33
kuortaneen lukio,2,6,7.33
kuortaneen lukio,2,3,7.33
kuortaneen lukio,1,4,7.33
kuortaneen lukio,2,4,7.33
kuortaneen lukio,2,7,7.33
kuortaneen lukio,1,5,7.33
kuortaneen lukio,1,3,7.33
kuortaneen lukio,1,2,7.33
kuortaneen lukio,2,6,7.33
kauhavan lukio,2,5,7
kauhavan lukio,1,4,7
kauhavan lukio,1,6,7
kauhavan lukio,1,6,7
kauhavan lukio,2,6,7
kauhavan lukio,2,4,7
kauhavan lukio,2,6,7
kauhavan lukio,2,4,7
kauhavan lukio,2,6,7
kauhavan lukio,2,6,7
kauhavan lukio,1,6,7
kauhavan lukio,2,5,7
kauhavan lukio,2,4,7
kauhavan lukio,1,4,7
kauhavan lukio,2,7,7
kauhavan lukio,1,4,7
kauhavan lukio,1,6,7
kauhavan lukio,1,4,7
kauhavan lukio,1,5,7
kauhavan lukio,2,7,7
kauhavan lukio,1,7,7
kauhavan lukio,1,5,7
kauhavan lukio,2,6,7
kauhavan lukio,1,4,7
kauhavan lukio,1,6,7
kauhavan lukio,1,4,7
kauhavan lukio,2,5,7
kauhavan lukio,2,6,7
kauhavan lukio,2,4,7
kauhavan lukio,2,6,7
kauhavan lukio,2,5,7
kauhavan lukio,2,4,7
kauhavan lukio,2,5,7
kauhavan lukio,1,7,7
kauhavan lukio,2,5,7
kauhavan lukio,1,4,7
kauhavan lukio,2,7,7
kauhajoen lukio,2,3,6.85
kauhajoen lukio,2,4,6.85
kauhajoen lukio,1,2,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,1,4,6.85
kauhajoen lukio,1,4,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,1,5,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,2,4,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,2,3,6.85
kauhajoen lukio,1,2,6.85
kauhajoen lukio,2,3,6.85
kauhajoen lukio,2,7,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,1,2,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,1,2,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,2,7,6.85
kauhajoen lukio,1,4,6.85
kauhajoen lukio,2,4,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,1,2,6.85
kauhajoen lukio,1,4,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,2,7,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,2,3,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,1,5,6.85
kauhajoen lukio,2,4,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,1,5,6.85
kauhajoen lukio,1,3,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,2,4,6.85
kauhajoen lukio,2,3,6.85
kauhajoen lukio,2,6,6.85
kauhajoen lukio,1,4,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,2,5,6.85
kauhajoen lukio,2,2,6.85
kauhajoen lukio,1,4,6.85
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,3,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,3,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,3,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,1,4,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,1,7,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,3,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,1,6,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,3,8.75
puolalanmäen lukio,2,6,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,2,4,8.75
puolalanmäen lukio,1,5,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,7,8.75
puolalanmäen lukio,2,5,8.75
puolalanmäen lukio,2,7,8.75
petäjäveden lukio,2,3,6.75
petäjäveden lukio,2,6,6.75
petäjäveden lukio,1,3,6.75
petäjäveden lukio,2,3,6.75
petäjäveden lukio,1,2,6.75
petäjäveden lukio,2,6,6.75
petäjäveden lukio,2,4,6.75
petäjäveden lukio,2,6,6.75
petäjäveden lukio,1,4,6.75
petäjäveden lukio,2,4,6.75
petäjäveden lukio,1,0,6.75
petäjäveden lukio,1,5,6.75
petäjäveden lukio,2,5,6.75
petäjäveden lukio,1,3,6.75
petäjäveden lukio,1,5,6.75
petäjäveden lukio,1,4,6.75
petäjäveden lukio,1,4,6.75
alajärven lukio,2,4,6.08
alajärven lukio,1,5,6.08
alajärven lukio,2,3,6.08
alajärven lukio,2,4,6.08
alajärven lukio,2,6,6.08
alajärven lukio,2,4,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,3,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,5,6.08
alajärven lukio,1,3,6.08
alajärven lukio,1,3,6.08
alajärven lukio,2,6,6.08
alajärven lukio,1,4,6.08
alajärven lukio,2,6,6.08
alajärven lukio,2,7,6.08
alajärven lukio,2,5,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,5,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,3,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,3,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,3,6.08
alajärven lukio,2,6,6.08
alajärven lukio,2,4,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,5,6.08
alajärven lukio,1,4,6.08
alajärven lukio,2,6,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,3,6.08
alajärven lukio,2,7,6.08
alajärven lukio,1,4,6.08
alajärven lukio,2,4,6.08
alajärven lukio,1,4,6.08
alajärven lukio,1,3,6.08
alajärven lukio,2,4,6.08
alajärven lukio,2,6,6.08
alajärven lukio,1,4,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,5,6.08
alajärven lukio,1,3,6.08
alajärven lukio,1,3,6.08
alajärven lukio,2,5,6.08
alajärven lukio,1,2,6.08
alajärven lukio,1,4,6.08
alajärven lukio,2,4,6.08
alajärven lukio,2,6,6.08
alajärven lukio,2,6,6.08
alajärven lukio,2,6,6.08
haukilahden lukio,1,4,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,2,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,1,2,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,7,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,1,2,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,6,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,1,6,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,2,2,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,5,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,5,8.75
haukilahden lukio,1,3,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,6,8.75
haukilahden lukio,1,4,8.75
haukilahden lukio,2,7,8.75
haukilahden lukio,1,6,8.75
haukilahden lukio,2,4,8.75
haukilahden lukio,2,3,8.75
haukilahden lukio,1,2,8.75
haukilahden lukio,1,3,8.75
kaitaan lukio,1,7,8.08
kaitaan lukio,2,5,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,6,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,1,0,8.08
kaitaan lukio,1,0,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,1,7,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,2,5,8.08
kaitaan lukio,2,0,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,6,8.08
kaitaan lukio,1,6,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,1,6,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,2,8.08
kaitaan lukio,2,2,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,5,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,1,2,8.08
kaitaan lukio,2,6,8.08
kaitaan lukio,1,6,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,1,2,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,2,4,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,2,2,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,5,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,0,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,2,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,2,3,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,3,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,4,8.08
kaitaan lukio,1,2,8.08
kaitaan lukio,2,6,8.08
kaitaan lukio,2,2,8.08
virolahden lukio,2,7,8.15
virolahden lukio,2,5,8.15
virolahden lukio,1,6,8.15
virolahden lukio,2,3,8.15
virolahden lukio,2,6,8.15
virolahden lukio,2,6,8.15
virolahden lukio,2,4,8.15
virolahden lukio,2,6,8.15
virolahden lukio,2,7,8.15
virolahden lukio,2,6,8.15
imatran yhteislukio,1,5,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,7,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,1,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,6,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,6,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,6,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,6,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,2,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,6,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,2,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,5,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,4,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,6,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,1,6,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,2,2,7.08
imatran yhteislukio,2,5,7.08
imatran yhteislukio,2,4,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,3,7.08
imatran yhteislukio,2,2,7.08
imatran yhteislukio,1,2,7.08
imatran yhteislukio,2,3,7.08
imatran yhteislukio,1,3,7.08
joroisten lukio,1,2,7.33
joroisten lukio,2,4,7.33
joroisten lukio,2,3,7.33
joroisten lukio,1,2,7.33
joroisten lukio,2,4,7.33
joroisten lukio,1,4,7.33
joroisten lukio,2,2,7.33
joroisten lukio,1,3,7.33
joroisten lukio,2,5,7.33
joroisten lukio,1,6,7.33
joroisten lukio,1,2,7.33
joroisten lukio,2,5,7.33
joroisten lukio,2,4,7.33
joroisten lukio,1,3,7.33
joroisten lukio,1,7,7.33
joroisten lukio,2,3,7.33
joroisten lukio,1,5,7.33
joroisten lukio,2,4,7.33
joroisten lukio,1,2,7.33
joroisten lukio,2,4,7.33
joroisten lukio,2,6,7.33
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,2,7,8.08
tampereen yliopiston normaalikoulu,2,7,8.08
tampereen yliopiston normaalikoulu,1,2,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,1,3,8.08
tampereen yliopiston normaalikoulu,2,3,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,2,5,8.08
tampereen yliopiston normaalikoulu,2,5,8.08
tampereen yliopiston normaalikoulu,2,3,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,2,6,8.08
tampereen yliopiston normaalikoulu,1,3,8.08
tampereen yliopiston normaalikoulu,2,5,8.08
tampereen yliopiston normaalikoulu,1,5,8.08
tampereen yliopiston normaalikoulu,2,3,8.08
tampereen yliopiston normaalikoulu,1,6,8.08
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,2,5,8.08
tampereen yliopiston normaalikoulu,1,3,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,1,6,8.08
tampereen yliopiston normaalikoulu,2,7,8.08
tampereen yliopiston normaalikoulu,1,2,8.08
tampereen yliopiston normaalikoulu,1,7,8.08
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,1,3,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,1,4,8.08
tampereen yliopiston normaalikoulu,2,4,8.08
tampereen yliopiston normaalikoulu,2,7,8.08
tampereen yliopiston normaalikoulu,1,6,8.08
